question_id,question,question_type,difficulty,gold_chunk_ids,retrieved_chunk_ids,scores,chunk_config,embedding_model,recall@1,precision@1,mrr@1,recall@3,precision@3,mrr@3,recall@5,precision@5,mrr@5,recall@10,precision@10,mrr@10
0,What is the title of the document?,factual,easy,[0],"[218, 0, 266, 220, 55, 40, 226, 252, 36, 284]","[0.20659498870372772, 0.20166729390621185, 0.1901852786540985, 0.18467208743095398, 0.1818578839302063, 0.1773603856563568, 0.1741189956665039, 0.1723909080028534, 0.17216219007968903, 0.17209815979003906]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5
1,What technology does the updated Adrenaline GTS 23 feature to support the body's natural motion path?,factual,medium,[1],"[58, 50, 242, 221, 57, 6, 191, 243, 192, 79]","[0.6753321290016174, 0.6722004413604736, 0.6662620902061462, 0.6508480310440063, 0.650341808795929, 0.6423747539520264, 0.6393142938613892, 0.6377081871032715, 0.6367340087890625, 0.6351302266120911]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,What technology does the Cascadia 17 feature to provide a stable ride?,factual,easy,[2],"[162, 161, 164, 242, 2, 158, 246, 243, 160, 244]","[0.5888635516166687, 0.5604251027107239, 0.5413044691085815, 0.5274960994720459, 0.5220394134521484, 0.5196111798286438, 0.5164613127708435, 0.5004201531410217, 0.49761754274368286, 0.4754796028137207]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,1.0,0.1,0.2
3,What feature does the High Point Waterproof Pant provide for stormy weather?,factual,easy,[3],"[3, 163, 178, 2, 172, 170, 180, 174, 247, 159]","[0.5086184740066528, 0.4326398968696594, 0.4136086702346802, 0.41324180364608765, 0.40974485874176025, 0.40509283542633057, 0.4047574996948242, 0.3964622914791107, 0.38604044914245605, 0.377800315618515]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
4,What does Run Signature help you determine regarding running shoes?,factual,medium,[4],"[4, 1, 91, 71, 65, 85, 5, 90, 84, 76]","[0.6951134204864502, 0.4717711806297302, 0.4695574641227722, 0.4637308120727539, 0.4592350721359253, 0.45267927646636963, 0.45215773582458496, 0.4459592401981354, 0.44320911169052124, 0.442660391330719]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
5,How does the emphasis on using recycled materials in the EZIGRENE and REVEL 6 shoes reflect broader trends in consumer behavior and environmental consciousness?,analytical,medium,[154],"[154, 136, 144, 142, 138, 148, 150, 153, 67, 178]","[0.5420686602592468, 0.5306884050369263, 0.5265979766845703, 0.5263633728027344, 0.5233650207519531, 0.5203107595443726, 0.5132858753204346, 0.4970809817314148, 0.4781455993652344, 0.45506376028060913]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
6,What can be inferred about the market strategy for the men's shoe models based on the variety of color options and sizes available as of June 2023?,analytical,medium,[155],"[34, 92, 19, 284, 103, 25, 266, 267, 262, 269]","[0.4838545620441437, 0.4776766300201416, 0.4756423830986023, 0.4754294157028198, 0.4726606011390686, 0.46827125549316406, 0.46664100885391235, 0.465533047914505, 0.4651704430580139, 0.4648364782333374]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,What might be the significance of the varying color combinations and styles released on different dates for the women's footwear line in terms of marketing strategy?,analytical,medium,[156],"[251, 248, 271, 249, 14, 252, 266, 279, 83, 38]","[0.4637893736362457, 0.4637404680252075, 0.46180543303489685, 0.4402533173561096, 0.4348904490470886, 0.4307982325553894, 0.42847245931625366, 0.4257678985595703, 0.424906462430954, 0.42423152923583984]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,"How do the footwear options in the Fall 23 collection cater to different running environments, and what additional apparel features support runners in varying weather conditions?",multi-hop,medium,"[0, 1, 2]","[3, 1, 2, 247, 0, 5, 130, 177, 6, 252]","[0.7344303727149963, 0.6312181949615479, 0.6285446882247925, 0.5879360437393188, 0.5858011245727539, 0.5756925344467163, 0.5577488541603088, 0.5513302087783813, 0.5505293607711792, 0.548771858215332]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6,0.5,1.0,0.3,0.5
9,How do the features of running apparel in Passage 1 complement the shoe selection process described in Passages 2 and 3 to enhance a runner's overall experience?,multi-hop,hard,"[3, 4, 5]","[3, 1, 5, 4, 2, 246, 28, 24, 233, 72]","[0.5879967212677002, 0.572884202003479, 0.5348600149154663, 0.5346554517745972, 0.5241780281066895, 0.5180909633636475, 0.5144339203834534, 0.5140141248703003, 0.5111978054046631, 0.5099579095840454]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,1.0,1.0,0.3,1.0
10,"What specific technology is used in the updated Adrenaline GTS 23 footwear mentioned in Passage 2, and how does it relate to the overall theme of the footwear options listed in Passage 1?",boundary,hard,"[0, 1]","[58, 50, 242, 6, 28, 24, 105, 221, 147, 246]","[0.6290593147277832, 0.624991774559021, 0.619576632976532, 0.5928553342819214, 0.5906956791877747, 0.5894739627838135, 0.5886307954788208, 0.5881075859069824, 0.5828479528427124, 0.5820220708847046]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,What features of the Cascadia 17 and Divide 4 shoes make them suitable for varying trail and weather conditions?,boundary,medium,"[1, 2]","[158, 2, 162, 159, 157, 161, 164, 184, 160, 183]","[0.7901583313941956, 0.7665659785270691, 0.7056967616081238, 0.685126781463623, 0.68048095703125, 0.6790077686309814, 0.6674235463142395, 0.6496328115463257, 0.6464070081710815, 0.6329403519630432]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-large,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.5,0.2,0.5,0.5,0.1,0.5
0,What is the title of the document?,factual,easy,[0],"[52, 8, 266, 17, 284, 11, 35, 50, 58, 28]","[0.2587166428565979, 0.25299978256225586, 0.2519722282886505, 0.24757859110832214, 0.24335260689258575, 0.2430633157491684, 0.24146109819412231, 0.23337239027023315, 0.23250623047351837, 0.22909003496170044]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,What technology does the updated Adrenaline GTS 23 feature to support the body's natural motion path?,factual,medium,[1],"[6, 242, 221, 243, 1, 57, 50, 58, 79, 95]","[0.5492866039276123, 0.5446511507034302, 0.535732090473175, 0.5282527208328247, 0.5242017507553101, 0.5195186138153076, 0.5163165330886841, 0.5115146636962891, 0.5056255459785461, 0.503757655620575]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,1.0,0.1,0.2
2,What technology does the Cascadia 17 feature to provide a stable ride?,factual,easy,[2],"[2, 158, 162, 163, 161, 164, 160, 157, 165, 169]","[0.5820810794830322, 0.5627055764198303, 0.5384730696678162, 0.5108556151390076, 0.5098007321357727, 0.4837215542793274, 0.4614953100681305, 0.445659875869751, 0.4373241066932678, 0.4292195439338684]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
3,What feature does the High Point Waterproof Pant provide for stormy weather?,factual,easy,[3],"[3, 2, 168, 163, 178, 172, 170, 165, 160, 247]","[0.5020502209663391, 0.46193793416023254, 0.4343123137950897, 0.41777071356773376, 0.414242148399353, 0.4073528051376343, 0.40144166350364685, 0.38328638672828674, 0.3831942677497864, 0.38311266899108887]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
4,What does Run Signature help you determine regarding running shoes?,factual,medium,[4],"[4, 5, 1, 65, 71, 0, 3, 6, 66, 95]","[0.7205476760864258, 0.49217745661735535, 0.4750460684299469, 0.46611979603767395, 0.46457013487815857, 0.4414660632610321, 0.4388640522956848, 0.43667072057724, 0.43658173084259033, 0.43148094415664673]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
5,How does the emphasis on using recycled materials in the EZIGRENE and REVEL 6 shoes reflect broader trends in consumer behavior and environmental consciousness?,analytical,medium,[154],"[154, 136, 148, 142, 150, 138, 153, 144, 141, 135]","[0.637384831905365, 0.6215624213218689, 0.6107731461524963, 0.6074073910713196, 0.5994943380355835, 0.5968623161315918, 0.5939733982086182, 0.5686507821083069, 0.5120506882667542, 0.5058916211128235]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
6,What can be inferred about the market strategy for the men's shoe models based on the variety of color options and sizes available as of June 2023?,analytical,medium,[155],"[34, 68, 92, 51, 248, 19, 249, 304, 204, 210]","[0.5202676057815552, 0.5187514424324036, 0.5111772418022156, 0.5072824954986572, 0.5059188604354858, 0.5034744143486023, 0.5025272965431213, 0.5016952753067017, 0.5004189014434814, 0.4984051287174225]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,What might be the significance of the varying color combinations and styles released on different dates for the women's footwear line in terms of marketing strategy?,analytical,medium,[156],"[248, 275, 251, 264, 267, 156, 257, 262, 279, 93]","[0.531111478805542, 0.509367823600769, 0.50156569480896, 0.4997246265411377, 0.4969187378883362, 0.49593427777290344, 0.4853363037109375, 0.4837382435798645, 0.4836731553077698, 0.483133465051651]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.16666666666666666
8,"How do the footwear options in the Fall 23 collection cater to different running environments, and what additional apparel features support runners in varying weather conditions?",multi-hop,medium,"[0, 1, 2]","[3, 2, 1, 247, 0, 252, 236, 6, 159, 47]","[0.676355242729187, 0.5827561020851135, 0.5792891979217529, 0.5552947521209717, 0.5430564880371094, 0.5217575430870056, 0.5094935894012451, 0.5054908990859985, 0.5025311708450317, 0.5024763345718384]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6,0.5,1.0,0.3,0.5
9,How do the features of running apparel in Passage 1 complement the shoe selection process described in Passages 2 and 3 to enhance a runner's overall experience?,multi-hop,hard,"[3, 4, 5]","[3, 1, 4, 5, 2, 65, 246, 71, 247, 243]","[0.559058427810669, 0.529143214225769, 0.5244965553283691, 0.5171288847923279, 0.5121756196022034, 0.502655565738678, 0.5020856857299805, 0.4951575994491577, 0.4923980236053467, 0.4856830835342407]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6,1.0,1.0,0.3,1.0
10,"What specific technology is used in the updated Adrenaline GTS 23 footwear mentioned in Passage 2, and how does it relate to the overall theme of the footwear options listed in Passage 1?",boundary,hard,"[0, 1]","[6, 50, 58, 242, 246, 221, 60, 222, 1, 162]","[0.5755933523178101, 0.5493996739387512, 0.5429292917251587, 0.5382097363471985, 0.5358334183692932, 0.535790205001831, 0.5313126444816589, 0.5308572053909302, 0.5308370590209961, 0.5286999344825745]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1111111111111111
11,What features of the Cascadia 17 and Divide 4 shoes make them suitable for varying trail and weather conditions?,boundary,medium,"[1, 2]","[158, 2, 157, 162, 159, 164, 161, 163, 167, 160]","[0.7542363405227661, 0.7465319633483887, 0.6406959295272827, 0.5891129374504089, 0.5745344161987305, 0.5709429979324341, 0.567929744720459, 0.5621296167373657, 0.5403491854667664, 0.5395829081535339]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs256__ov64,openai-small,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.5,0.2,0.5,0.5,0.1,0.5
0,What is the title of the document?,factual,easy,[0],"[119, 108, 14, 135, 30, 47, 22, 8, 11, 165]","[0.733269453048706, 0.728815495967865, 0.7277622222900391, 0.7272287011146545, 0.7232862114906311, 0.7229132652282715, 0.7212222218513489, 0.7208925485610962, 0.7190884351730347, 0.71880042552948]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,What technology does the updated Adrenaline GTS 23 feature for a smooth ride?,factual,easy,[1],"[4, 27, 122, 31, 105, 45, 106, 54, 1, 15]","[0.8499676585197449, 0.8317395448684692, 0.829450249671936, 0.8185495138168335, 0.8175146579742432, 0.8076295852661133, 0.8070495128631592, 0.8048673868179321, 0.7993927597999573, 0.796642005443573]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1111111111111111
2,What feature does the High Point Waterproof Pant provide for stormy weather?,factual,easy,[2],"[2, 99, 1, 96, 98, 101, 135, 90, 134, 25]","[0.867107629776001, 0.8053367137908936, 0.7944062948226929, 0.7943217158317566, 0.7940171360969543, 0.7930923104286194, 0.7910295128822327, 0.7858244180679321, 0.7841452956199646, 0.7828421592712402]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
3,What technology does the Adrenaline GTS 23 use to align the body in its natural motion path?,factual,easy,[3],"[27, 4, 122, 106, 105, 45, 31, 32, 54, 1]","[0.8236716985702515, 0.8206972479820251, 0.8201733827590942, 0.8170900344848633, 0.813113272190094, 0.812615156173706, 0.8102982640266418, 0.8015124797821045, 0.8001102805137634, 0.7975195050239563]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,What type of cushioning is featured in the new Adrenaline GTS 23?,factual,easy,[4],"[4, 31, 122, 27, 105, 45, 106, 9, 3, 15]","[0.8942832350730896, 0.8934251666069031, 0.8881125450134277, 0.8873313665390015, 0.8731648921966553, 0.8623418807983398, 0.861997127532959, 0.8517493009567261, 0.8507525324821472, 0.8487803339958191]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
5,How does the incorporation of recycled materials in the shoe design reflect broader trends in consumer preferences and environmental responsibility in the footwear industry?,analytical,medium,[83],"[134, 86, 90, 14, 99, 87, 135, 0, 15, 101]","[0.8014451265335083, 0.8008192181587219, 0.7973228693008423, 0.7955895066261292, 0.79457688331604, 0.7935067415237427, 0.7925980687141418, 0.7910287380218506, 0.7909879088401794, 0.7905739545822144]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,"How does the incorporation of recycled materials in the Levitate GTS 6 shoes reflect broader trends in sustainability within the footwear industry, and what implications might this have for consumer behavior?",analytical,medium,[84],"[85, 84, 15, 14, 45, 106, 105, 82, 81, 90]","[0.8203086853027344, 0.8154042363166809, 0.8144389986991882, 0.8108386993408203, 0.8099390864372253, 0.8093544840812683, 0.806418776512146, 0.8060293793678284, 0.8050742745399475, 0.8031449317932129]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5
7,How does the incorporation of recycled materials in the EZIGRENE footwear reflect broader trends in the footwear industry and consumer preferences?,analytical,medium,[85],"[86, 82, 79, 87, 76, 84, 90, 78, 81, 85]","[0.8450615406036377, 0.8310129046440125, 0.8271926641464233, 0.8260325193405151, 0.81050705909729, 0.8084020018577576, 0.8063825964927673, 0.8041717410087585, 0.8033568859100342, 0.8019946813583374]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1
8,"How do the new footwear options in the FALL 2023 collection cater to different running environments, and what additional apparel features support runners in various weather conditions?",multi-hop,hard,"[0, 1, 2]","[2, 1, 88, 35, 135, 134, 0, 3, 60, 65]","[0.8482608199119568, 0.8476698398590088, 0.841571569442749, 0.8385064601898193, 0.8357215523719788, 0.835284411907196, 0.8342763185501099, 0.8325576782226562, 0.83221834897995, 0.831658661365509]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.4,1.0,1.0,0.3,1.0
9,"How do the cushioning technologies and support systems in the Adrenaline GTS 23 and Glycerin 20 running shoes enhance the running experience for users, according to the information provided in the passages?",multi-hop,hard,"[3, 4, 5]","[4, 3, 122, 27, 31, 1, 106, 15, 105, 9]","[0.8960238695144653, 0.8922325968742371, 0.8844402432441711, 0.8825104832649231, 0.8815573453903198, 0.8651298880577087, 0.8641521334648132, 0.8623393177986145, 0.8618965148925781, 0.8583970069885254]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.2,1.0
10,"What features of the updated footwear options for runners are highlighted in Passage 2, and how do they relate to the categories listed in Passage 1?",boundary,medium,"[0, 1]","[1, 3, 88, 134, 59, 0, 35, 60, 130, 90]","[0.8296079039573669, 0.8286269307136536, 0.8162440061569214, 0.8138324022293091, 0.8130559921264648, 0.8113549947738647, 0.8097363710403442, 0.8085931539535522, 0.8074957728385925, 0.8060752749443054]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.5,1.0,1.0,0.5,0.3333333333333333,1.0,0.5,0.2,1.0,1.0,0.2,1.0
11,What features of the High Point apparel and the updated footwear options contribute to a runner's performance and comfort during varying weather conditions?,boundary,medium,"[1, 2]","[2, 1, 134, 59, 90, 3, 116, 130, 106, 45]","[0.8683508038520813, 0.8634294271469116, 0.8372790217399597, 0.8327639698982239, 0.8283206224441528, 0.8282131552696228, 0.8277080059051514, 0.8263689875602722, 0.8214905261993408, 0.8201904892921448]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,ada-002,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,1.0,0.2,1.0
0,What is the title of the document?,factual,easy,[0],"[138, 0, 142, 30, 137, 144, 147, 22, 151, 148]","[0.2118806391954422, 0.19960305094718933, 0.19246667623519897, 0.1869525909423828, 0.1857399046421051, 0.18002557754516602, 0.1793634295463562, 0.17707204818725586, 0.17592616379261017, 0.17446349561214447]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,0.1,0.5
1,What technology does the updated Adrenaline GTS 23 feature for a smooth ride?,factual,easy,[1],"[4, 32, 27, 132, 106, 61, 26, 45, 31, 15]","[0.7317175269126892, 0.6864382028579712, 0.6671110391616821, 0.64499431848526, 0.6434508562088013, 0.639384388923645, 0.6374700665473938, 0.635922908782959, 0.6344225406646729, 0.6330215930938721]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,What feature does the High Point Waterproof Pant provide for stormy weather?,factual,easy,[2],"[2, 99, 98, 134, 90, 101, 96, 93, 91, 97]","[0.5082108974456787, 0.4066387414932251, 0.3873789310455322, 0.36389365792274475, 0.35581839084625244, 0.35491716861724854, 0.3413470983505249, 0.32727932929992676, 0.3272142708301544, 0.32645368576049805]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
3,What technology does the Adrenaline GTS 23 use to align the body in its natural motion path?,factual,easy,[3],"[32, 4, 27, 106, 45, 132, 3, 122, 31, 15]","[0.6484922766685486, 0.630042314529419, 0.6230155229568481, 0.6125284433364868, 0.6104498505592346, 0.6096084117889404, 0.6090799570083618, 0.6072700023651123, 0.594770073890686, 0.5879703164100647]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.14285714285714285
4,What type of cushioning is featured in the new Adrenaline GTS 23?,factual,easy,[4],"[4, 32, 27, 105, 44, 31, 122, 26, 3, 106]","[0.7534359693527222, 0.7327063083648682, 0.6927870512008667, 0.6730135083198547, 0.6712905168533325, 0.6706904768943787, 0.6691407561302185, 0.6689962148666382, 0.6660789251327515, 0.6585343480110168]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.1,1.0
5,How does the incorporation of recycled materials in the shoe design reflect broader trends in consumer preferences and environmental responsibility in the footwear industry?,analytical,medium,[83],"[134, 86, 90, 98, 13, 36, 99, 16, 87, 83]","[0.4234384298324585, 0.38924384117126465, 0.3842015564441681, 0.38370710611343384, 0.38203975558280945, 0.37988007068634033, 0.37950822710990906, 0.37878745794296265, 0.37469565868377686, 0.37355220317840576]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1
6,"How does the incorporation of recycled materials in the Levitate GTS 6 shoes reflect broader trends in sustainability within the footwear industry, and what implications might this have for consumer behavior?",analytical,medium,[84],"[83, 80, 77, 84, 85, 134, 82, 86, 79, 81]","[0.5581212043762207, 0.5409474968910217, 0.5401054620742798, 0.5248975157737732, 0.5079764127731323, 0.503990888595581, 0.5024126768112183, 0.5007479190826416, 0.49805331230163574, 0.4961782991886139]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.25,1.0,0.1,0.25
7,How does the incorporation of recycled materials in the EZIGRENE footwear reflect broader trends in the footwear industry and consumer preferences?,analytical,medium,[85],"[86, 134, 83, 77, 80, 85, 87, 76, 13, 99]","[0.45257508754730225, 0.435008704662323, 0.4269298017024994, 0.426665723323822, 0.42178207635879517, 0.4158111810684204, 0.4122183322906494, 0.40032172203063965, 0.3911975622177124, 0.3843204081058502]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.16666666666666666
8,"How do the new footwear options in the FALL 2023 collection cater to different running environments, and what additional apparel features support runners in various weather conditions?",multi-hop,hard,"[0, 1, 2]","[2, 1, 88, 3, 134, 135, 24, 98, 97, 16]","[0.7561508417129517, 0.6855895519256592, 0.6247754693031311, 0.6151916980743408, 0.6125202178955078, 0.6063693761825562, 0.6043181419372559, 0.6027487516403198, 0.6014379262924194, 0.6002166271209717]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.2,1.0
9,"How do the cushioning technologies and support systems in the Adrenaline GTS 23 and Glycerin 20 running shoes enhance the running experience for users, according to the information provided in the passages?",multi-hop,hard,"[3, 4, 5]","[4, 3, 15, 9, 27, 31, 32, 45, 106, 5]","[0.7362203598022461, 0.7033243775367737, 0.6851701736450195, 0.6771260499954224, 0.6693950295448303, 0.6644998788833618, 0.6614372730255127, 0.659984827041626, 0.6559854745864868, 0.6473531723022461]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.4,1.0,1.0,0.3,1.0
10,"What features of the updated footwear options for runners are highlighted in Passage 2, and how do they relate to the categories listed in Passage 1?",boundary,medium,"[0, 1]","[61, 3, 134, 13, 58, 16, 83, 40, 1, 4]","[0.5698333382606506, 0.5684995651245117, 0.5671659708023071, 0.566417932510376, 0.5622228384017944, 0.559847891330719, 0.5566434860229492, 0.5565231442451477, 0.5558645725250244, 0.5540516376495361]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1111111111111111
11,What features of the High Point apparel and the updated footwear options contribute to a runner's performance and comfort during varying weather conditions?,boundary,medium,"[1, 2]","[2, 1, 98, 54, 134, 61, 58, 101, 62, 55]","[0.7250059843063354, 0.6333014369010925, 0.5921845436096191, 0.5774954557418823, 0.5737028121948242, 0.561309278011322, 0.5547854900360107, 0.554280161857605, 0.5461064577102661, 0.5445942878723145]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-large,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.4,1.0,1.0,0.2,1.0
0,What is the title of the document?,factual,easy,[0],"[12, 39, 150, 42, 36, 9, 142, 51, 33, 15]","[0.2399042248725891, 0.23643586039543152, 0.23226553201675415, 0.2307009994983673, 0.22903326153755188, 0.22654366493225098, 0.2257046103477478, 0.22494250535964966, 0.22475892305374146, 0.22437986731529236]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,What technology does the updated Adrenaline GTS 23 feature for a smooth ride?,factual,easy,[1],"[4, 27, 105, 3, 26, 106, 31, 122, 45, 61]","[0.5920448303222656, 0.5564843416213989, 0.4975811243057251, 0.4881570041179657, 0.4795134365558624, 0.47695192694664, 0.4766516387462616, 0.4766008257865906, 0.4697590470314026, 0.46357589960098267]",BROOKS-102422-F23_Footwear__parser_pdfplumber__cs512__ov128,openai-small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
